FREQ;Frequency;REF_AREA;Territory;DATA_TYPE;Indicator;SEX;Sex (DESC);TYPE_OF_CONTRACT;Type of employment contract;CONTARCTUAL_OCCUPATION;Contractual occupation;ECON_ACTIVITY_NACE_2007;Economic activity (NACE Rev. 2);EMPLOYESS_CLASS;Employees class;Time (TIME_PERIOD);Observation;OBS_STATUS;Observation status;NOTE_REF_AREA;Territory (NOTE_REF_AREA);NOTE_DATA_TYPE;Indicator (NOTE_DATA_TYPE);NOTE_SEX;Sex (DESC) (NOTE_SEX);NOTE_TYPE_OF_CONTRACT;Type of employment contract (NOTE_TYPE_OF_CONTRACT);NOTE_CONTARCTUAL_OCCUPATION;Contractual occupation (NOTE_CONTARCTUAL_OCCUPATION);NOTE_ECON_ACTIVITY_NACE_2007;Economic activity (NACE Rev. 2) (NOTE_ECON_ACTIVITY_NACE_2007);NOTE_EMPLOYESS_CLASS;Employees class (NOTE_EMPLOYESS_CLASS);NOTE_TIME_PERIOD;Time;BASE_PER;Base year;UNIT_MEAS;Measure unit;UNIT_MULT;Multiplication unit
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;I;Accommodation and food service activities;TOTAL;Total;2021;10.33;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;J;Information and communication;TOTAL;Total;2014;13.16;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;J;Information and communication;TOTAL;Total;2015;14.24;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;J;Information and communication;TOTAL;Total;2016;13.37;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;J;Information and communication;TOTAL;Total;2017;14.68;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;J;Information and communication;TOTAL;Total;2018;14.25;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;J;Information and communication;TOTAL;Total;2019;15;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;J;Information and communication;TOTAL;Total;2020;16.02;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;J;Information and communication;TOTAL;Total;2021;15.87;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;K;Financial and insurance activities;TOTAL;Total;2014;13.88;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;K;Financial and insurance activities;TOTAL;Total;2015;14.09;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;K;Financial and insurance activities;TOTAL;Total;2016;14.38;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;K;Financial and insurance activities;TOTAL;Total;2017;14.66;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;K;Financial and insurance activities;TOTAL;Total;2018;13.58;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;K;Financial and insurance activities;TOTAL;Total;2019;14.41;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;K;Financial and insurance activities;TOTAL;Total;2020;14.3;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;K;Financial and insurance activities;TOTAL;Total;2021;13.33;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;L;Real estate activities;TOTAL;Total;2014;9.89;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;L;Real estate activities;TOTAL;Total;2015;10.06;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;L;Real estate activities;TOTAL;Total;2016;10.07;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;L;Real estate activities;TOTAL;Total;2017;10.17;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;L;Real estate activities;TOTAL;Total;2018;10.26;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;L;Real estate activities;TOTAL;Total;2019;10.4;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;L;Real estate activities;TOTAL;Total;2020;10.38;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;L;Real estate activities;TOTAL;Total;2021;10.4;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;M;Professional, scientific and technical activities;TOTAL;Total;2014;9.8;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;M;Professional, scientific and technical activities;TOTAL;Total;2015;9.75;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;M;Professional, scientific and technical activities;TOTAL;Total;2016;10.34;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;M;Professional, scientific and technical activities;TOTAL;Total;2017;10;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;M;Professional, scientific and technical activities;TOTAL;Total;2018;9.9;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;M;Professional, scientific and technical activities;TOTAL;Total;2019;9.92;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;M;Professional, scientific and technical activities;TOTAL;Total;2020;9.98;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;M;Professional, scientific and technical activities;TOTAL;Total;2021;10.51;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;N;Administrative and support service activities;TOTAL;Total;2014;9.71;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;N;Administrative and support service activities;TOTAL;Total;2015;10.13;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;N;Administrative and support service activities;TOTAL;Total;2016;10;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;N;Administrative and support service activities;TOTAL;Total;2017;9.91;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;N;Administrative and support service activities;TOTAL;Total;2018;9.83;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;N;Administrative and support service activities;TOTAL;Total;2019;9.8;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;N;Administrative and support service activities;TOTAL;Total;2020;9.86;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;N;Administrative and support service activities;TOTAL;Total;2021;9.9;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;P;Education;TOTAL;Total;2014;10.45;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;P;Education;TOTAL;Total;2015;10.61;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;P;Education;TOTAL;Total;2016;10.88;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;P;Education;TOTAL;Total;2017;10.61;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;P;Education;TOTAL;Total;2018;10.48;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;P;Education;TOTAL;Total;2019;10.66;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;P;Education;TOTAL;Total;2020;10.85;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;P;Education;TOTAL;Total;2021;10.82;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;Q;Human health and social work activities;TOTAL;Total;2014;9.49;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;Q;Human health and social work activities;TOTAL;Total;2015;9.52;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;Q;Human health and social work activities;TOTAL;Total;2016;9.55;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;Q;Human health and social work activities;TOTAL;Total;2017;9.63;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;Q;Human health and social work activities;TOTAL;Total;2018;9.59;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;Q;Human health and social work activities;TOTAL;Total;2019;9.71;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;Q;Human health and social work activities;TOTAL;Total;2020;10.03;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;Q;Human health and social work activities;TOTAL;Total;2021;9.98;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;R;Arts, entertainment and recreation;TOTAL;Total;2014;10.22;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;R;Arts, entertainment and recreation;TOTAL;Total;2015;10.5;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;R;Arts, entertainment and recreation;TOTAL;Total;2016;10.3;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
A;Annual;ITE;Centro (I);HOUWAG_ENTEMP_MED_MI;Gross hourly wage per hour paid of employee jobs  in euros (median).;9;Total;1;Temporary employees;99;Total;R;Arts, entertainment and recreation;TOTAL;Total;2017;10.43;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Median value of the distribution of the hourly wages of the employee jobs obtained as the ratio between the gross wages and the estimated hour paid by the employer for each employee job.;;;;;;;;;;;;;;;;;;
